filename,ssim,psnr,status
EES0429211__X15__Y0C.jpg,0.746941,15.495067,ok
EES0429211__X15__Y36.jpg,0.892456,21.266550,ok
EES0429211__X18__Y06.jpg,0.907916,22.097956,ok
EES0429211__X18__Y36.jpg,0.904398,22.536824,ok
EES0429211__X18__Y39.jpg,0.833801,22.227937,ok
EES0429211__X1B__Y3C.jpg,0.804120,21.806902,ok
EES0429211__X1E__Y03.jpg,0.926961,22.273413,ok
EES0429211__X1E__Y39.jpg,0.822376,20.974495,ok
EES0429211__X27__Y3C.jpg,0.697029,15.049043,ok
EES0429211__X27__Y3F.jpg,0.954724,30.075155,ok
EES0429211__X2A__Y3C.jpg,0.750281,18.925224,ok
EES0429211__X2A__Y3F.jpg,0.927750,20.635541,ok
EES0429211__X30__Y3C.jpg,0.793512,20.753107,ok
EES0429211__X33__Y03.jpg,0.832319,21.215645,ok
EES0429211__X36__Y03.jpg,0.924132,22.990069,ok
EES0429211__X36__Y39.jpg,0.615824,14.421042,ok
EES0429211__X39__Y06.jpg,0.785678,20.117810,ok
EES0429211__X39__Y39.jpg,0.922901,24.373570,ok
EES0429211__X3C__Y36.jpg,0.901724,22.136108,ok
EES0429211__X3F__Y33.jpg,0.892644,21.678452,ok
EES0429211__X42__Y0F.jpg,0.903481,24.512807,ok
EES0429211__X42__Y30.jpg,0.920126,24.654427,ok
EES0429211__X45__Y15.jpg,0.673803,15.838951,ok
EES0429211__X45__Y2A.jpg,0.916437,25.318532,ok
EES0429212__X0F__Y1E.jpg,0.937325,28.021255,ok
EES0429212__X12__Y12.jpg,0.677818,15.110809,ok
EES0429212__X12__Y18.jpg,0.711147,22.401302,ok
EES0429212__X12__Y1B.jpg,0.650868,19.226315,ok
EES0429212__X12__Y1E.jpg,0.942578,26.706866,ok
EES0429212__X12__Y21.jpg,0.728756,21.068654,ok
EES0429212__X12__Y24.jpg,0.826690,21.450299,ok
EES0429212__X12__Y2A.jpg,0.897528,24.064637,ok
EES0429212__X15__Y12.jpg,0.795949,22.960122,ok
EES0429212__X15__Y15.jpg,0.606064,15.466517,ok
EES0429212__X15__Y18.jpg,0.683497,16.780620,ok
EES0429212__X15__Y1B.jpg,0.583273,16.308500,ok
EES0429212__X15__Y21.jpg,0.714754,20.670188,ok
EES0429212__X15__Y24.jpg,0.531618,16.089866,ok
EES0429212__X15__Y27.jpg,0.599858,17.047805,ok
EES0429212__X15__Y2A.jpg,0.894754,22.567822,ok
EES0429212__X15__Y33.jpg,0.645204,16.815478,ok
EES0429212__X18__Y0C.jpg,0.642022,16.291246,ok
EES0429212__X18__Y12.jpg,0.771665,20.505878,ok
EES0429212__X18__Y18.jpg,0.630770,18.471073,ok
EES0429212__X18__Y1B.jpg,0.684854,16.577843,ok
EES0429212__X18__Y24.jpg,0.814179,21.542515,ok
EES0429212__X1B__Y09.jpg,0.657908,17.650816,ok
EES0429212__X1B__Y0F.jpg,0.584007,15.415671,ok
EES0429212__X1B__Y12.jpg,0.805385,22.427320,ok
EES0429212__X1B__Y15.jpg,0.781994,23.557392,ok
EES0429212__X1B__Y1B.jpg,0.691558,19.672676,ok
EES0429212__X1B__Y1E.jpg,0.757653,22.944598,ok
EES0429212__X1B__Y21.jpg,0.880074,21.900736,ok
EES0429212__X1B__Y24.jpg,0.819766,22.455460,ok
EES0429212__X1E__Y24.jpg,0.828194,21.776103,ok
EES0429212__X1E__Y2D.jpg,0.567473,16.278965,ok
EES0429212__X1E__Y30.jpg,0.608463,16.350858,ok
EES0429212__X1E__Y33.jpg,0.823332,22.873719,ok
EES0429212__X1E__Y36.jpg,0.827473,22.701885,ok
EES0429212__X21__Y06.jpg,0.563883,16.241019,ok
EES0429212__X24__Y2A.jpg,0.766733,21.586752,ok
EES0429212__X24__Y2D.jpg,0.772016,22.050672,ok
EES0429212__X24__Y30.jpg,0.751880,22.305870,ok
EES0429212__X27__Y21.jpg,0.555172,16.474533,ok
EES0429212__X27__Y2A.jpg,0.603466,16.623187,ok
EES0429212__X27__Y2D.jpg,0.591194,17.825035,ok
EES0429212__X2A__Y2D.jpg,0.789864,21.556580,ok
EES0429212__X2D__Y2A.jpg,0.803876,23.884734,ok
EES0429212__X2D__Y30.jpg,0.700009,21.394094,ok
EES0429212__X30__Y24.jpg,0.685091,18.884834,ok
EES0429212__X30__Y33.jpg,0.761559,20.614567,ok
EES0429212__X30__Y36.jpg,0.574886,19.247393,ok
EES0429212__X30__Y39.jpg,0.748482,22.050258,ok
