filename,ssim,psnr,status
EHG0494808__X45__Y1B.jpg,0.949596,23.642110,ok
EHG0494814__X09__Y12.jpg,0.949386,24.448462,ok
EHG0494814__X09__Y15.jpg,0.924570,23.720731,ok
EHG0494814__X0C__Y0F.jpg,0.933951,23.562359,ok
EHG0494814__X0F__Y12.jpg,0.806267,23.426007,ok
EHG0494814__X12__Y0F.jpg,0.834193,22.753726,ok
EHG0494814__X12__Y12.jpg,0.836977,22.744322,ok
EHG0494814__X15__Y12.jpg,0.916690,23.041467,ok
EHG0494814__X15__Y15.jpg,0.905242,22.923359,ok
EHG0494814__X15__Y18.jpg,0.885962,23.412012,ok
EHG0494814__X15__Y1B.jpg,0.901322,23.285401,ok
EHG0494814__X18__Y18.jpg,0.887077,23.241549,ok
EHG0494814__X18__Y1B.jpg,0.886642,24.122675,ok
EHG0494814__X1E__Y3F.jpg,0.958168,24.319982,ok
EHG0494814__X30__Y42.jpg,0.937550,23.421072,ok
EHG0494816__X03__Y45.jpg,0.968836,26.234501,ok
EHG0494816__X06__Y30.jpg,0.940828,24.297138,ok
EHG0494816__X21__Y42.jpg,0.887376,23.113490,ok
EHG0494816__X24__Y06.jpg,0.956651,23.544492,ok
EHG0494816__X27__Y42.jpg,0.936679,24.161739,ok
EHG0494816__X2D__Y3F.jpg,0.886432,23.618739,ok
EHG0494816__X2D__Y42.jpg,0.934919,23.718467,ok
EHG0494816__X30__Y09.jpg,0.962249,25.276223,ok
EHG0494816__X36__Y0C.jpg,0.949815,23.601875,ok
EHG0494816__X3C__Y33.jpg,0.866349,23.348936,ok
EHG0494816__X3F__Y1B.jpg,0.903768,23.603213,ok
EHG0494816__X3F__Y1E.jpg,0.901402,22.927223,ok
EHG0494816__X3F__Y33.jpg,0.949827,23.650869,ok
EHG0494817__X24__Y3C.jpg,0.862354,22.615122,ok
EHG0494827__X18__Y06.jpg,0.884290,23.522152,ok
EHG0494827__X1E__Y42.jpg,0.928671,23.970082,ok
EHG0494827__X21__Y06.jpg,0.862887,23.423240,ok
EHG0494827__X21__Y42.jpg,0.900988,25.859257,ok
EHG0494827__X24__Y42.jpg,0.965941,24.862085,ok
EHG0494827__X39__Y15.jpg,0.947705,24.552073,ok
EHG0494827__X39__Y33.jpg,0.917433,23.120327,ok
EHG0494831__X03__Y24.jpg,0.826119,22.434085,ok
EHG0494831__X06__Y39.jpg,0.938388,24.766107,ok
EHG0494831__X09__Y39.jpg,0.845570,23.197528,ok
EHG0494831__X0C__Y18.jpg,0.786456,22.232552,ok
EHG0494831__X0C__Y1B.jpg,0.737604,22.457576,ok
EHG0494831__X0C__Y36.jpg,0.828376,23.309132,ok
EHG0494831__X2A__Y42.jpg,0.913395,23.758705,ok
EHG0494832__X21__Y09.jpg,0.946338,23.784449,ok
EHG0494832__X21__Y36.jpg,0.842133,22.493775,ok
EHG0494832__X2D__Y39.jpg,0.880429,24.699517,ok
EHG0494832__X30__Y36.jpg,0.754211,22.261810,ok
EHG0494832__X30__Y39.jpg,0.795590,22.852674,ok
EHG0494832__X33__Y33.jpg,0.781493,22.507287,ok
EHG0494832__X36__Y2D.jpg,0.858443,23.173298,ok
EHG0494832__X36__Y30.jpg,0.884107,23.436697,ok
EHG0494832__X36__Y33.jpg,0.841257,23.517185,ok
EHG0494832__X36__Y36.jpg,0.845501,22.746094,ok
EHG0494832__X36__Y39.jpg,0.853478,22.705950,ok
EHG0494832__X39__Y33.jpg,0.849503,22.782314,ok
EHG0494833__X09__Y21.jpg,0.939524,23.549651,ok
EHG0494833__X1E__Y21.jpg,0.845653,22.611624,ok
EHG0494833__X1E__Y36.jpg,0.908250,23.020951,ok
EHG0494833__X21__Y24.jpg,0.902547,23.475821,ok
EHG0494833__X21__Y36.jpg,0.890758,22.883520,ok
EHG0494833__X21__Y39.jpg,0.880156,23.266351,ok
EHG0494833__X24__Y21.jpg,0.927220,24.490383,ok
EHG0494833__X24__Y27.jpg,0.909797,23.657855,ok
EHG0494833__X27__Y21.jpg,0.917748,23.110809,ok
EHG0494833__X27__Y39.jpg,0.947158,24.806423,ok
EHG0494833__X27__Y3C.jpg,0.845280,22.952743,ok
EHG0494833__X2A__Y1E.jpg,0.900591,23.128975,ok
EHG0494833__X2A__Y21.jpg,0.893456,23.505454,ok
EHG0494833__X2A__Y39.jpg,0.914644,23.182053,ok
