filename,ssim,psnr,status
EES0429222__X12__Y36.jpg,0.764540,22.319031,ok
EES0429222__X12__Y39.jpg,0.809336,25.668137,ok
EES0429222__X15__Y0C.jpg,0.835597,25.461166,ok
EES0429222__X18__Y3C.jpg,0.784572,23.466867,ok
EES0429222__X18__Y3F.jpg,0.825152,25.152944,ok
EES0429222__X1B__Y3F.jpg,0.860208,24.621512,ok
EES0429222__X1E__Y24.jpg,0.682224,21.910131,ok
EES0429222__X21__Y42.jpg,0.936802,30.394698,ok
EES0429222__X24__Y06.jpg,0.908268,27.748065,ok
EES0429222__X24__Y42.jpg,0.871564,24.718984,ok
EES0429222__X27__Y06.jpg,0.900945,26.897453,ok
EES0429222__X27__Y42.jpg,0.897767,25.212197,ok
EES0429222__X2A__Y42.jpg,0.882348,27.819609,ok
EES0429222__X30__Y09.jpg,0.849409,25.017195,ok
EES0429222__X39__Y3C.jpg,0.919961,34.321163,ok
EES0429222__X3C__Y39.jpg,0.870026,22.985801,ok
EES0429222__X3F__Y36.jpg,0.852010,24.900465,ok
EES0429222__X42__Y1B.jpg,0.938569,25.997701,ok
EES0429222__X42__Y21.jpg,0.818575,22.574330,ok
EES0429222__X42__Y27.jpg,0.755132,21.814760,ok
EES0429222__X42__Y2A.jpg,0.748430,21.701779,ok
EES0429222__X42__Y2D.jpg,0.804470,24.326442,ok
EES0429222__X42__Y30.jpg,0.914611,29.762000,ok
EES0429223__X09__Y1B.jpg,0.877946,24.106557,ok
EES0429223__X09__Y1E.jpg,0.869035,24.080010,ok
EES0429223__X09__Y2A.jpg,0.863279,24.266160,ok
EES0429223__X09__Y2D.jpg,0.921387,31.135591,ok
EES0429223__X0C__Y15.jpg,0.913384,31.474267,ok
EES0429223__X0C__Y18.jpg,0.778607,24.039269,ok
EES0429223__X0C__Y30.jpg,0.721947,22.176477,ok
EES0429223__X0C__Y33.jpg,0.933930,28.343598,ok
EES0429223__X0F__Y0F.jpg,0.863771,28.061399,ok
EES0429223__X0F__Y12.jpg,0.830086,28.450403,ok
EES0429223__X0F__Y15.jpg,0.759641,22.792524,ok
EES0429223__X0F__Y36.jpg,0.879113,27.707291,ok
EES0429223__X0F__Y45.jpg,0.908414,28.822718,ok
EES0429223__X12__Y0C.jpg,0.910168,30.248927,ok
EES0429223__X12__Y0F.jpg,0.871447,26.948416,ok
EES0429223__X12__Y18.jpg,0.737129,22.427242,ok
EES0429223__X12__Y39.jpg,0.772926,23.116380,ok
EES0429223__X12__Y45.jpg,0.890531,26.864671,ok
EES0429223__X15__Y0C.jpg,0.841648,27.406178,ok
EES0429223__X15__Y3C.jpg,0.815127,25.102787,ok
EES0429223__X15__Y3F.jpg,0.886284,29.487004,ok
EES0429223__X18__Y09.jpg,0.794555,23.518144,ok
EES0429223__X18__Y3C.jpg,0.793575,23.611729,ok
EES0429223__X18__Y3F.jpg,0.804955,25.853552,ok
EES0429223__X1B__Y06.jpg,0.912898,29.147907,ok
EES0429223__X1B__Y3F.jpg,0.798751,23.945234,ok
EES0429223__X1E__Y06.jpg,0.822697,22.967092,ok
EES0429223__X1E__Y3F.jpg,0.768847,21.891191,ok
