filename,ssim,psnr,status
EES0429202__X0F__Y24.jpg,0.871427,22.538173,ok
EES0429202__X12__Y27.jpg,0.837700,20.245531,ok
EES0429202__X18__Y06.jpg,0.946559,28.120230,ok
EES0429202__X1B__Y06.jpg,0.825275,20.484342,ok
EES0429202__X1B__Y36.jpg,0.866675,21.832166,ok
EES0429202__X1E__Y06.jpg,0.848821,22.135433,ok
EES0429202__X1E__Y33.jpg,0.837652,20.954308,ok
EES0429202__X21__Y36.jpg,0.804403,20.026056,ok
EES0429202__X21__Y3C.jpg,0.853748,21.145921,ok
EES0429202__X2D__Y06.jpg,0.938207,33.115605,ok
EES0429202__X39__Y3C.jpg,0.941944,30.016304,ok
EES0429203__X0F__Y18.jpg,0.789570,17.851750,ok
EES0429203__X0F__Y21.jpg,0.799923,20.302634,ok
EES0429203__X0F__Y24.jpg,0.754614,17.744192,ok
EES0429203__X0F__Y27.jpg,0.739047,16.959550,ok
EES0429203__X15__Y36.jpg,0.832652,20.207280,ok
EES0429203__X1E__Y06.jpg,0.870896,21.042930,ok
EES0429203__X27__Y3F.jpg,0.861706,23.436657,ok
EES0429203__X33__Y3F.jpg,0.827166,18.675982,ok
EES0429203__X39__Y09.jpg,0.942964,30.162385,ok
EES0429203__X3C__Y0C.jpg,0.942414,27.893375,ok
EES0429203__X42__Y12.jpg,0.849456,19.076967,ok
EES0429203__X42__Y15.jpg,0.853083,20.216280,ok
EES0429203__X42__Y36.jpg,0.876074,20.804937,ok
EES0429203__X45__Y18.jpg,0.874052,21.522794,ok
EES0429203__X45__Y2A.jpg,0.846326,20.739303,ok
EES0429203__X45__Y2D.jpg,0.853737,21.141135,ok
EES0429203__X48__Y1E.jpg,0.922630,23.853911,ok
EES0429203__X48__Y21.jpg,0.878055,21.575848,ok
EES0429205__X18__Y1E.jpg,0.790665,17.315498,ok
EES0429205__X18__Y24.jpg,0.747947,16.107395,ok
EES0429205__X1B__Y1B.jpg,0.789403,18.410371,ok
EES0429205__X1E__Y21.jpg,0.788666,17.469421,ok
EES0429205__X21__Y09.jpg,0.840736,18.135722,ok
EES0429205__X2A__Y0C.jpg,0.903979,22.626231,ok
EES0429205__X2A__Y0F.jpg,0.822477,18.144738,ok
EES0429205__X2A__Y12.jpg,0.847613,19.281196,ok
EES0429205__X2D__Y0C.jpg,0.775500,16.446929,ok
EES0429205__X2D__Y0F.jpg,0.857046,20.345636,ok
EES0429205__X30__Y1B.jpg,0.789876,16.948610,ok
EES0429205__X33__Y0F.jpg,0.792950,16.973806,ok
EES0429205__X33__Y21.jpg,0.717130,15.219830,ok
EES0429205__X36__Y27.jpg,0.777169,17.256008,ok
EES0429205__X39__Y18.jpg,0.749125,16.570636,ok
EES0429205__X39__Y24.jpg,0.749145,16.097542,ok
EES0429205__X3C__Y36.jpg,0.852164,19.855949,ok
EES0429205__X3F__Y36.jpg,0.781672,17.921006,ok
EES0429205__X42__Y36.jpg,0.826548,17.611603,ok
EES0429205__X48__Y1B.jpg,0.939663,28.274395,ok
EES0429206__X06__Y1E.jpg,0.895092,22.511588,ok
EES0429206__X06__Y21.jpg,0.831291,19.661422,ok
EES0429206__X06__Y24.jpg,0.937301,25.271250,ok
EES0429206__X06__Y27.jpg,0.949953,28.460066,ok
EES0429206__X09__Y18.jpg,0.856955,20.887585,ok
EES0429206__X09__Y1B.jpg,0.813350,18.988352,ok
EES0429206__X09__Y2A.jpg,0.697745,18.034552,ok
EES0429206__X09__Y2D.jpg,0.820613,20.201913,ok
EES0429206__X0C__Y12.jpg,0.888226,23.451186,ok
EES0429206__X0C__Y15.jpg,0.732096,17.834602,ok
EES0429206__X0C__Y18.jpg,0.797226,19.918815,ok
EES0429206__X0C__Y33.jpg,0.815379,20.270428,ok
EES0429206__X0F__Y0F.jpg,0.706439,19.162796,ok
EES0429206__X15__Y3C.jpg,0.824244,18.631029,ok
EES0429206__X1E__Y03.jpg,0.831834,21.231786,ok
EES0429206__X1E__Y3F.jpg,0.742997,19.419868,ok
EES0429206__X21__Y03.jpg,0.809194,20.220900,ok
EES0429206__X27__Y03.jpg,0.720687,17.826058,ok
EES0429206__X2A__Y03.jpg,0.855021,23.567055,ok
EES0429206__X2A__Y3F.jpg,0.694466,16.631142,ok
